Timestamp,A_x,A_y,A_z,Speed,Lane_Change,No_Of_Veh,Dist_Veh,GPS,X_pos,Phi_angle,Road_width,Target,Driver_tag,Vehicle_Flag,norm_avail,accr_avail,brek_avail,llc_avail,rlc_avail
165,-0.028500000000000004,-0.009600000000000001,-0.001959999999999995,115.2,0.0,1.0,999.0,114.55714285714286,0.333,-0.071,3.098,0,31,0.0,1,1,1,1,1
166,0.0063,9.999999999999922e-05,0.04802000000000002,116.5,0.0,1.0,999.0,116.0125,0.333,-0.056,3.257,1,31,0.0,1,1,1,1,1
167,-0.0139,0.021899999999999996,-0.12054000000000001,117.5,0.0,1.0,999.0,117.125,0.121,-0.015,3.169,2,31,0.0,1,1,1,1,1
168,0.0005999999999999983,0.0101,-0.09016,117.3,0.0,1.0,999.0,117.38,0.04,0.005,3.174,2,31,0.0,1,1,1,1,1
169,-0.0186,0.018999999999999996,-0.05684000000000001,117.3,0.0,1.0,999.0,117.29999999999998,-0.121,-0.001,3.142,2,31,0.0,1,1,1,1,1
170,-0.013888888888888888,-0.013000000000000003,-0.02504444444444445,116.6,0.0,1.0,36.91,116.83333333333333,-0.081,0.034,3.155,0,31,1.0,1,1,1,1,1
171,0.005900000000000001,-0.0095,0.017640000000000003,116.4,0.0,1.0,37.08,116.45714285714284,-0.04,0.034,3.113,0,31,1.0,1,1,1,1,1
172,-0.005300000000000001,0.0032,0.06860000000000001,116.0,0.0,1.0,39.92,116.11428571428571,-0.04,-0.0,3.12,1,31,1.0,1,1,1,1,1
173,-0.008199999999999999,0.0025,0.15092000000000003,115.9,0.0,1.0,42.06,115.94285714285714,-0.051,0.019,3.171,1,31,1.0,1,1,1,1,1
174,-0.0033,-0.019600000000000003,0.0441,115.6,0.0,1.0,41.39,115.72857142857144,-0.091,0.005,3.165,1,31,1.0,1,1,1,1,1
175,0.0009999999999999998,-0.035100000000000006,-0.004899999999999999,115.3,0.0,1.0,42.41,115.42857142857142,-0.152,0.012,3.225,0,31,1.0,1,1,1,1,1
176,-0.010199999999999999,-0.031700000000000006,0.06369999999999999,115.3,0.0,1.0,999.0,115.29999999999998,-0.313,-0.003,3.152,1,31,0.0,1,1,1,1,1
177,-0.015999999999999997,0.0268,-0.07839999999999998,115.4,-1.0,1.0,999.0,115.36249999999998,0.0,-0.0,3.197,3,31,0.0,1,1,1,1,1
178,-0.013900000000000001,0.0188,-0.11956,115.5,0.0,0.0,999.0,115.47142857142856,0.0,-0.0,3.161,2,31,0.0,1,1,1,1,1
179,-0.009200000000000002,0.0191,-0.09212000000000001,114.3,0.0,0.0,999.0,114.89999999999998,0.0,-0.0,3.16,2,31,0.0,1,1,1,1,1
180,0.0002,-0.0001999999999999995,-0.019599999999999996,114.6,0.0,0.0,999.0,114.48750000000001,0.0,-0.0,3.16,0,31,0.0,1,1,1,1,1
181,-0.007800000000000003,0.0055,-0.08526,114.8,0.0,1.0,999.0,114.72499999999998,0.323,0.057,3.215,2,31,0.0,1,1,1,1,1
182,-0.020800000000000003,0.0038000000000000004,-0.08232,114.4,0.0,1.0,999.0,114.57142857142856,0.273,-0.035,3.129,2,31,0.0,1,1,1,1,1
183,0.0039000000000000007,-0.0077,0.040180000000000014,113.4,0.0,1.0,999.0,113.89999999999999,0.0,-0.012,3.215,1,31,0.0,1,1,1,1,1
184,-0.014100000000000001,-0.014100000000000001,0.02156,113.3,0.0,1.0,999.0,113.32857142857142,-0.051,0.086,3.126,0,31,0.0,1,1,1,1,1
185,0.0023,-0.0070999999999999995,-0.13328,114.7,0.0,0.0,999.0,114.17500000000001,0.01,0.056,3.112,2,31,0.0,1,1,1,1,1
186,-0.009,-0.0073999999999999995,-0.01764,114.0,0.0,0.0,999.0,114.3,0.051,0.059,3.343,0,31,0.0,1,1,1,1,1
187,-0.0203,0.0198,0.014700000000000001,112.7,0.0,1.0,999.0,113.18750000000001,0.152,0.049,3.218,0,31,0.0,1,1,1,1,1
188,-0.0117,0.027999999999999997,0.006859999999999998,112.4,0.0,2.0,999.0,112.52857142857142,0.081,0.004,3.247,0,31,0.0,1,1,1,1,1
189,-0.0047,0.0046,0.012740000000000003,113.1,0.0,2.0,999.0,112.75000000000001,-0.091,0.036,3.169,0,31,0.0,1,1,1,1,1
190,-0.016888888888888887,0.015777777777777776,0.11977777777777779,112.4,0.0,2.0,999.0,112.69999999999997,-0.182,0.066,3.25,1,31,0.0,1,1,1,1,1
191,-0.004700000000000001,0.009599999999999997,0.11564,112.7,0.0,2.0,999.0,112.57142857142858,-0.152,0.073,3.254,1,31,0.0,1,1,1,1,1
192,-0.0073999999999999995,0.0055,0.05782000000000001,113.2,0.0,2.0,999.0,112.9857142857143,-0.101,0.045,3.141,1,31,0.0,1,1,1,1,1
193,-0.016499999999999997,-0.0177,-0.06762000000000001,114.0,0.0,1.0,999.0,113.65714285714286,0.313,0.083,3.18,2,31,0.0,1,1,1,1,1
194,0.0013999999999999991,-0.001499999999999999,0.06272000000000001,114.6,0.0,2.0,28.05,114.34285714285716,0.333,0.015,3.125,1,31,1.0,1,1,1,1,1
195,-0.01655555555555556,0.0062222222222222245,0.06097777777777779,114.5,0.0,2.0,29.64,114.5375,0.242,0.037,3.195,1,31,1.0,1,1,1,1,1
196,-0.0055,0.013500000000000002,-0.029400000000000003,114.5,0.0,1.0,31.43,114.5,0.212,-0.024,3.163,0,31,1.0,1,1,1,1,1
197,-0.0011000000000000016,0.0051,0.014699999999999998,115.6,0.0,1.0,33.91,115.23333333333335,0.141,0.018,3.176,0,31,1.0,1,1,1,1,1
198,-0.0213,0.0111,-0.009800000000000005,116.1,0.0,1.0,36.74,115.88571428571429,0.152,0.036,3.214,0,31,1.0,1,1,1,1,1
199,-0.014900000000000002,0.0063,-0.09996,116.0,0.0,1.0,39.99,116.02857142857144,-0.04,0.091,3.23,2,31,1.0,1,1,1,1,1
200,-0.027800000000000002,0.0026000000000000003,-0.058800000000000005,116.5,0.0,1.0,45.78,116.3,0.0,0.032,3.196,2,31,1.0,1,1,1,1,1
201,-0.023,0.002899999999999999,-0.07546000000000001,116.6,0.0,2.0,40.59,116.56250000000001,-0.091,0.058,3.225,2,31,1.0,1,1,1,1,1
202,-0.006900000000000003,-0.0048000000000000004,-0.05684000000000001,116.7,0.0,2.0,40.46,116.66666666666667,-0.091,0.041,3.2,2,31,1.0,1,1,1,1,1
203,-0.0184,0.0078,0.058800000000000005,117.1,0.0,1.0,42.73,116.92857142857144,-0.071,0.051,3.148,1,31,1.0,1,1,1,1,1
204,-0.004399999999999999,0.003,0.04998000000000001,116.7,0.0,1.0,41.67,116.87142857142858,0.0,0.078,3.151,1,31,1.0,1,1,1,1,1
205,-0.013800000000000002,-0.0008999999999999998,0.03724,118.3,0.0,1.0,999.0,117.61428571428571,-0.101,0.125,3.436,0,31,0.0,1,1,1,1,1
206,-0.016800000000000002,-0.0037000000000000006,-0.17542,118.5,0.0,1.0,999.0,118.41428571428571,0.222,0.161,3.494,2,31,0.0,1,1,1,1,1
207,-0.016300000000000002,0.0178,-0.06566,117.8,0.0,1.0,999.0,117.99999999999999,0.434,0.027,3.217,2,31,0.0,1,1,1,1,1
208,-0.013299999999999998,0.009699999999999999,-0.06664,117.6,0.0,1.0,999.0,117.67500000000001,0.343,-0.012,3.184,2,31,0.0,1,1,1,1,1
209,-0.0158,0.048400000000000006,-0.09114,116.7,0.0,1.0,999.0,117.08571428571429,0.717,0.043,3.212,2,31,0.0,1,1,1,1,1
210,-0.012555555555555554,0.008555555555555558,-0.12086666666666666,115.5,1.0,1.0,999.0,115.95,1.455,0.106,3.202,4,31,0.0,1,1,1,1,1
211,-0.009400000000000002,-0.055200000000000006,0.0039200000000000025,115.0,0.0,1.0,30.68,115.1875,0.0,-0.0,3.137,0,31,1.0,1,1,1,1,1
212,-0.0086,-0.003799999999999999,0.10584000000000002,113.8,0.0,1.0,28.88,114.19999999999999,0.0,-0.0,3.321,1,31,1.0,1,1,1,1,1
213,-0.0177,0.0195,0.24500000000000002,115.9,0.0,1.0,25.49,115.11249999999998,-0.273,0.04,3.127,1,31,1.0,1,1,1,1,1
214,-0.007899999999999997,-0.0227,0.046060000000000004,113.3,0.0,1.0,23.8,114.27499999999999,-0.293,0.041,2.99,1,31,1.0,1,1,1,1,1
215,-0.015,-0.0241,0.19404000000000002,114.3,0.0,1.0,21.54,113.92499999999998,-0.414,0.018,3.093,1,31,1.0,1,1,1,1,1
216,-0.0055,-0.002699999999999999,0.13720000000000002,115.0,-1.0,1.0,19.17,114.8,0.0,-0.0,3.166,3,31,1.0,1,1,1,1,1
217,-0.025,0.0407,-0.04116,116.1,0.0,1.0,999.0,115.47142857142858,0.0,-0.0,3.132,0,31,0.0,1,1,1,1,1
218,-0.0386,0.04739999999999999,-0.05488,116.4,0.0,1.0,999.0,116.28749999999998,0.394,0.072,3.299,2,31,0.0,1,1,1,1,1
219,-0.031299999999999994,0.0128,-0.07742000000000002,117.0,0.0,1.0,999.0,116.74285714285715,0.273,-0.007,3.13,2,31,0.0,1,1,1,1,1
220,-0.0131,0.0179,-0.10976,117.6,0.0,1.0,999.0,117.42857142857144,0.232,-0.001,3.176,2,31,0.0,1,1,1,1,1
221,-0.0217,0.022399999999999996,-0.19698000000000002,117.3,0.0,0.0,999.0,117.42857142857142,0.071,0.024,3.192,2,31,0.0,1,1,1,1,1
222,-0.008700000000000003,-0.009600000000000001,-0.0539,117.1,0.0,0.0,999.0,117.17500000000001,0.162,0.066,3.201,2,31,0.0,1,1,1,1,1
223,-0.010900000000000002,-0.0147,0.028420000000000004,115.9,0.0,0.0,999.0,116.24285714285713,0.192,0.056,3.21,0,31,0.0,1,1,1,1,1
224,0.020799999999999996,-0.0215,0.14307999999999998,116.6,0.0,0.0,999.0,116.36666666666667,0.313,0.028,3.127,1,31,0.0,1,1,1,1,1
225,-0.013600000000000001,-0.017400000000000002,0.17248,116.5,0.0,0.0,999.0,116.54285714285713,0.242,0.009,3.114,1,31,0.0,1,1,1,1,1
226,-0.0032,0.0059,-1.7000290064572711e-18,117.0,0.0,0.0,999.0,116.875,0.495,0.042,3.159,0,31,0.0,1,1,1,1,1
227,0.0149,0.011600000000000001,0.046060000000000004,116.6,0.0,0.0,999.0,116.71428571428574,1.04,0.085,3.138,1,31,0.0,1,1,1,1,1
228,-0.011222222222222224,0.0006666666666666669,0.04464444444444444,115.6,1.0,0.0,999.0,115.97500000000001,1.414,0.1,3.169,4,31,0.0,1,1,1,1,1
229,0.005000000000000002,-0.008499999999999999,-0.005880000000000001,115.1,0.0,0.0,999.0,115.28750000000001,0.0,-0.0,3.125,0,31,0.0,1,1,1,1,1
230,0.0035000000000000005,-0.0249,-0.055859999999999986,114.9,0.0,0.0,999.0,114.96666666666665,0.0,0.003,5.41,2,31,0.0,1,1,1,1,1
231,-0.0025,-0.004399999999999999,-0.012739999999999998,114.9,0.0,0.0,999.0,114.89999999999999,0.111,0.069,3.081,0,31,0.0,1,1,1,1,1
232,-0.0027,-0.013799999999999998,0.006859999999999998,117.1,0.0,0.0,999.0,116.47142857142858,0.333,0.078,3.052,0,31,0.0,1,1,1,1,1
233,0.003,0.023899999999999998,-0.09114000000000001,114.4,0.0,0.0,999.0,115.74999999999999,0.222,-0.015,3.058,2,31,0.0,1,1,1,1,1
234,-0.0088,0.0308,-0.05879999999999999,113.4,0.0,0.0,999.0,113.68571428571428,0.101,0.006,3.165,2,31,0.0,1,1,1,1,1
235,0.004100000000000001,0.0007999999999999998,-0.07938,113.6,0.0,0.0,999.0,113.53333333333335,0.232,-0.034,3.144,2,31,0.0,1,1,1,1,1
236,-0.0029,-0.0055000000000000005,0.04703999999999999,113.2,0.0,0.0,999.0,113.37142857142858,0.384,-0.096,3.166,1,31,0.0,1,1,1,1,1
237,-0.0032,-0.0053,-0.02352,113.3,0.0,0.0,999.0,113.26249999999999,0.434,-0.154,3.179,0,31,0.0,1,1,1,1,1
238,-0.0245,0.0004000000000000001,-0.0882,113.0,0.0,0.0,999.0,113.08571428571429,0.384,-0.114,3.146,2,31,0.0,1,1,1,1,1
239,-0.0314,-0.0026000000000000007,-0.07154000000000002,113.0,0.0,0.0,999.0,113.0,0.424,-0.111,3.116,2,31,0.0,1,1,1,1,1
240,-0.014222222222222223,0.01711111111111111,-0.048999999999999995,113.5,0.0,0.0,999.0,113.35714285714286,0.434,-0.02,3.237,2,31,0.0,1,1,1,1,1
241,-0.015500000000000003,0.0121,0.009799999999999998,113.5,0.0,0.0,999.0,113.5,0.394,0.025,3.369,0,31,0.0,1,1,1,1,1
242,-0.017300000000000003,0.0041,-0.03626000000000001,113.7,0.0,0.0,999.0,113.61428571428573,0.384,-0.057,3.093,0,31,0.0,1,1,1,1,1
243,-0.0021000000000000007,0.014800000000000002,-0.06173999999999999,113.2,0.0,0.0,999.0,113.38750000000002,0.323,-0.027,3.104,2,31,0.0,1,1,1,1,1
244,-0.005,-0.0035000000000000005,-0.04116000000000001,112.7,0.0,0.0,999.0,112.88750000000002,0.424,0.028,3.092,0,31,0.0,1,1,1,1,1
245,0.003600000000000001,-0.018099999999999998,0.14406,112.3,0.0,0.0,999.0,112.4142857142857,0.505,-0.044,3.039,1,31,0.0,1,1,1,1,1
246,-0.006900000000000001,0.0017000000000000001,0.04312,112.4,0.0,0.0,999.0,112.35714285714285,0.424,-0.051,3.113,1,31,0.0,1,1,1,1,1
247,-0.017499999999999998,-0.023299999999999998,0.11466000000000001,112.7,0.0,1.0,999.0,112.58750000000002,0.293,-0.03,3.14,1,31,0.0,1,1,1,1,1
248,-0.0216,0.009000000000000001,0.006860000000000003,112.8,0.0,1.0,999.0,112.76666666666665,-0.051,-0.049,3.099,0,31,0.0,1,1,1,1,1
249,-0.007899999999999999,0.029399999999999992,-0.11564000000000002,113.2,-1.0,1.0,13.4,113.02857142857144,0.0,-0.0,3.123,3,31,1.0,1,1,1,1,1
250,-0.007000000000000001,0.0206,-0.05684000000000001,112.6,0.0,1.0,14.14,112.85714285714288,0.0,-0.0,3.123,2,31,1.0,1,1,1,1,1
251,-0.008799999999999999,0.006499999999999999,0.0029399999999999964,112.6,0.0,2.0,17.14,112.60000000000001,0.0,-0.0,3.123,0,31,1.0,1,1,1,1,1
252,-0.0102,0.0024,0.09898,112.0,0.0,2.0,19.92,112.25714285714285,0.0,-0.0,3.122,1,31,1.0,1,1,1,1,1
253,-0.014900000000000002,-0.00030000000000000024,0.019600000000000003,112.9,0.0,2.0,22.49,112.59999999999998,0.222,0.048,3.264,0,31,1.0,1,1,1,1,1
254,-0.0233,0.0228,0.05096000000000001,113.8,0.0,2.0,26.74,113.35000000000001,0.131,-0.012,3.096,1,31,1.0,1,1,1,1,1
255,-0.012199999999999999,0.024199999999999996,-0.11956,114.7,0.0,2.0,29.36,114.31428571428572,-0.071,0.022,3.061,2,31,1.0,1,1,1,1,1
256,-0.047299999999999995,0.0161,-0.27832,115.4,0.0,1.0,34.28,115.05,-0.131,0.059,3.165,2,31,1.0,1,1,1,1,1
257,-0.019399999999999997,0.0269,-0.20776000000000006,114.8,0.0,1.0,38.87,115.05714285714285,-0.081,0.041,3.256,2,31,1.0,1,1,1,1,1
258,0.0007000000000000001,-0.0014999999999999998,-0.11662000000000002,114.0,0.0,1.0,37.86,114.26666666666667,-0.101,0.123,3.228,2,31,1.0,1,1,1,1,1
259,0.0005000000000000001,-0.0005999999999999995,0.27440000000000003,112.0,0.0,1.0,38.03,112.66666666666667,-0.121,0.145,3.083,1,31,1.0,1,1,1,1,1
260,-0.015099999999999999,-0.0020000000000000005,0.16464,114.1,0.0,1.0,37.38,113.05000000000001,0.202,0.178,3.291,1,31,1.0,1,1,1,1,1
261,-0.003555555555555557,0.002777777777777777,0.022866666666666667,114.2,0.0,1.0,36.98,114.15714285714286,0.343,0.105,3.16,0,31,1.0,1,1,1,1,1
262,-0.0070999999999999995,-0.008799999999999999,-0.01666,113.9,0.0,1.0,36.78,114.0,0.394,0.035,3.138,0,31,1.0,1,1,1,1,1
263,-0.0066,0.0015999999999999996,0.01862,114.8,0.0,1.0,36.65,114.35000000000001,0.384,-0.025,3.104,0,31,1.0,1,1,1,1,1
264,-0.011199999999999998,0.0117,-0.0735,115.3,0.0,1.0,36.11,115.08571428571427,0.222,-0.024,3.097,2,31,1.0,1,1,1,1,1
265,-0.013099999999999997,0.0188,-0.09604,115.8,0.0,2.0,34.82,115.63333333333333,0.121,-0.009,3.46,2,31,1.0,1,1,1,1,1
266,-0.005800000000000001,0.0166,-0.2979200000000001,115.4,0.0,2.0,37.96,115.54999999999998,-0.061,-0.02,3.505,2,31,1.0,1,1,1,1,1
267,-0.007799999999999999,-0.0017000000000000001,-0.05586000000000001,114.4,0.0,2.0,47.49,114.89999999999999,-0.293,0.061,3.792,2,31,1.0,1,1,1,1,1
268,-0.011399999999999999,-0.0052,0.0637,113.6,0.0,2.0,55.13,113.94285714285716,-0.293,0.081,3.72,1,31,1.0,1,1,1,1,1
269,-0.0109,-0.004200000000000001,0.08721999999999999,113.0,0.0,2.0,57.56,113.24000000000001,-0.303,0.034,4.001,1,31,1.0,1,1,1,1,1
270,-0.0009999999999999998,0.011899999999999999,0.1078,113.9,0.0,2.0,82.99,113.35999999999999,-0.414,0.001,4.09,1,31,1.0,1,1,1,1,1
271,-0.016800000000000002,0.005699999999999999,0.08428000000000001,114.2,0.0,2.0,74.37,114.08,-0.455,0.022,3.882,1,31,1.0,1,1,1,1,1
272,-0.004600000000000001,-0.0075000000000000015,0.00882,111.9,0.0,2.0,47.12,113.05,-0.505,0.07,3.6,0,31,1.0,1,1,1,1,1
273,-0.011399999999999999,-0.020899999999999995,0.05684,115.2,0.0,1.0,31.31,113.7857142857143,-0.263,0.112,3.563,1,31,1.0,1,1,1,1,1
274,-0.0196,-0.028500000000000004,-0.027440000000000003,116.4,0.0,1.0,999.0,116.05714285714285,-0.212,0.144,3.636,0,31,0.0,1,1,1,1,1
275,0.0024000000000000007,-0.010499999999999999,0.006860000000000003,117.4,0.0,1.0,999.0,117.06666666666666,-0.222,0.088,3.629,0,31,0.0,1,1,1,1,1
276,-0.010900000000000005,-0.0032999999999999995,-0.051940000000000014,118.1,0.0,1.0,999.0,117.75000000000001,-0.232,0.037,3.682,2,31,0.0,1,1,1,1,1
277,-0.0098,0.015400000000000006,-0.25578,118.2,0.0,1.0,999.0,118.14999999999999,-0.141,0.058,3.507,2,31,0.0,1,1,1,1,1
278,0.005200000000000001,-0.0153,-0.16268,118.2,0.0,0.0,999.0,118.20000000000002,-0.131,0.084,3.522,2,31,0.0,1,1,1,1,1
279,0.0038000000000000004,-0.0095,-0.06566,117.6,0.0,0.0,999.0,117.85714285714288,-0.111,0.048,3.517,2,31,0.0,1,1,1,1,1
280,-0.003444444444444444,0.0011111111111111122,-0.06206666666666667,117.0,0.0,0.0,999.0,117.25714285714285,-0.121,0.039,3.531,2,31,0.0,1,1,1,1,1
281,0.0095,0.0023000000000000004,-0.08036,116.6,0.0,0.0,999.0,116.75000000000001,-0.131,0.007,3.486,2,31,0.0,1,1,1,1,1
282,-0.00039999999999999964,-0.0076999999999999985,-0.03626000000000001,116.1,0.0,1.0,61.77,116.26666666666667,-0.101,0.023,3.421,0,31,1.0,1,1,1,1,1
283,0.003799999999999999,0.0191,-0.06468,115.5,0.0,1.0,60.65,115.75714285714285,-0.081,0.027,3.464,2,31,1.0,1,1,1,1,1
284,-0.0019999999999999974,0.011,-0.006859999999999993,115.1,0.0,1.0,999.0,115.21428571428574,-0.03,0.047,3.577,0,31,0.0,1,1,1,1,1
285,0.0008000000000000004,0.0072,0.011760000000000005,114.8,0.0,1.0,999.0,114.88571428571427,-0.04,0.02,3.601,0,31,0.0,1,1,1,1,1
286,-0.013900000000000001,0.0177,0.17150000000000004,114.9,0.0,1.0,999.0,114.86666666666666,-0.121,0.006,3.563,1,31,0.0,1,1,1,1,1
287,-0.034699999999999995,0.02,0.13818000000000003,115.3,0.0,1.0,999.0,115.14999999999999,-0.202,0.052,3.471,1,31,0.0,1,1,1,1,1
288,0.0012000000000000018,0.022199999999999994,0.07448000000000002,116.4,0.0,1.0,999.0,116.03333333333332,-0.152,0.066,3.64,1,31,0.0,1,1,1,1,1
289,-0.003,0.0018000000000000006,-0.06958,116.0,0.0,2.0,999.0,116.17142857142858,0.061,0.112,3.554,2,31,0.0,1,1,1,1,1
290,-0.004000000000000002,-0.0031,-0.15484000000000003,117.3,0.0,2.0,999.0,116.86666666666666,0.071,0.073,3.579,2,31,0.0,1,1,1,1,1
291,-0.0069999999999999975,0.008400000000000001,-0.11662000000000002,117.0,0.0,2.0,999.0,117.14999999999999,0.152,0.035,3.513,2,31,0.0,1,1,1,1,1
292,-0.0142,0.008700000000000001,-0.16757999999999998,116.6,0.0,2.0,999.0,116.80000000000001,0.313,0.014,3.567,2,31,0.0,1,1,1,1,1
293,-0.022333333333333334,0.00488888888888889,-0.005444444444444444,114.7,0.0,2.0,42.35,115.51428571428572,0.374,0.019,3.532,0,31,1.0,1,1,1,1,1
294,-0.0075000000000000015,0.0152,0.14112000000000002,114.3,0.0,1.0,52.81,114.44999999999999,0.273,-0.009,3.525,1,31,1.0,1,1,1,1,1
295,-0.015099999999999999,0.04000000000000001,0.10878000000000003,114.5,0.0,1.0,64.94,114.44285714285715,0.02,0.005,3.474,1,31,1.0,1,1,1,1,1
296,-0.0456,0.0073999999999999995,-0.05782000000000001,114.4,0.0,1.0,111.58,114.44285714285714,0.081,0.056,3.419,2,31,1.0,1,1,1,1,1
297,0.0216,-0.0129,0.03135999999999999,115.0,0.0,1.0,115.34,114.75999999999999,0.172,0.029,3.377,0,31,1.0,1,1,1,1,1
298,-0.0137,0.0035000000000000005,0.0245,114.9,0.0,1.0,105.71,114.94999999999999,0.303,-0.005,3.462,0,31,1.0,1,1,1,1,1
299,-0.0172,-0.0039,0.05292000000000001,115.6,0.0,2.0,99.31,115.25000000000001,0.465,-0.001,3.49,1,31,1.0,1,1,1,1,1
300,-0.007000000000000001,-0.009300000000000001,-0.04802,116.2,0.0,3.0,96.46,115.89999999999999,0.414,0.025,3.617,2,31,1.0,1,1,1,1,1
301,-0.0132,-0.0083,-0.25088000000000005,116.6,0.0,2.0,999.0,116.40000000000002,0.556,0.083,3.481,2,31,0.0,1,1,1,1,1
302,-0.022,0.005700000000000001,-0.30086,116.2,0.0,3.0,150.8,116.37142857142858,0.303,0.011,3.625,2,31,1.0,1,1,1,1,1
303,-0.018,-0.006299999999999998,-0.24598000000000003,115.2,0.0,3.0,135.12,115.53333333333335,-0.071,0.005,3.544,2,31,1.0,1,1,1,1,1
304,-0.019200000000000002,-0.0191,-0.027440000000000013,114.1,0.0,3.0,999.0,114.41428571428573,-0.091,0.061,3.711,0,31,0.0,1,1,1,1,1
305,-0.005600000000000001,-0.0041,0.02842,113.5,0.0,2.0,999.0,113.7,0.01,0.083,3.631,0,31,0.0,1,1,1,1,1
306,-0.0122,-0.0004,0.13132000000000002,112.4,0.0,2.0,999.0,112.87142857142855,0.0,0.081,3.663,1,31,0.0,1,1,1,1,1
307,-0.0247,-0.0010999999999999998,0.21658000000000002,113.2,0.0,2.0,38.82,112.85714285714288,-0.051,0.043,3.478,1,31,1.0,1,1,1,1,1
308,-0.004700000000000001,0.012,0.030379999999999997,114.7,0.0,2.0,999.0,114.27142857142859,-0.061,0.005,3.55,0,31,0.0,1,1,1,1,1
309,-0.0195,0.005299999999999999,-0.18619999999999998,114.8,0.0,1.0,46.77,114.76666666666665,0.0,0.028,3.46,2,31,1.0,1,1,1,1,1
310,-0.006000000000000001,0.01,-0.15244444444444447,114.4,0.0,1.0,54.25,114.59999999999998,-0.03,0.093,3.309,2,31,1.0,1,1,1,1,1
311,-0.0162,0.0153,-0.12544000000000002,114.4,0.0,1.0,999.0,114.39999999999999,-0.343,0.047,3.477,2,31,0.0,1,1,1,1,1
312,-0.021300000000000003,0.0185,-0.20972000000000002,114.1,0.0,3.0,51.48,114.2,-0.03,0.08,3.509,2,31,1.0,1,1,1,1,1
313,-0.0071,0.0194,-0.08918,113.4,0.0,4.0,51.06,113.74999999999999,0.051,0.044,3.135,2,31,1.0,1,1,1,1,1
314,-0.0176,-0.004999999999999999,-0.10289999999999999,113.0,0.0,4.0,49.89,113.2,0.071,-0.007,3.039,2,31,1.0,1,1,1,1,1
315,-0.0062,0.008500000000000002,-0.020580000000000005,111.9,0.0,4.0,48.08,112.33999999999999,0.071,0.026,3.085,0,31,1.0,1,1,1,1,1
316,-0.0103,0.0112,0.007840000000000001,110.4,0.0,4.0,44.19,111.04285714285713,0.071,0.014,3.212,0,31,1.0,1,1,1,1,1
317,-0.0186,0.0031000000000000003,0.07938,110.1,0.0,3.0,39.7,110.1857142857143,0.192,0.028,3.223,1,31,1.0,1,1,1,1,1
318,0.0005999999999999996,0.0031000000000000003,0.18130000000000004,109.4,0.0,3.0,37.62,109.6,0.222,-0.0,3.28,1,31,1.0,1,1,1,1,1
319,-0.011300000000000001,0.0126,-0.029400000000000003,109.7,0.0,3.0,33.35,109.60000000000001,0.273,0.032,3.303,0,31,1.0,1,1,1,1,1
320,-0.013666666666666667,0.009333333333333332,-0.1981777777777778,109.0,0.0,4.0,33.18,109.3,0.182,-0.06,3.406,2,31,1.0,1,1,1,1,1
321,-0.0079,0.0171,0.007840000000000001,107.5,0.0,3.0,31.86,108.0,0.232,0.032,3.501,0,31,1.0,1,1,1,1,1
322,-0.014299999999999998,-0.0039,0.11074,106.8,0.0,3.0,26.72,107.14999999999999,0.303,0.123,3.493,1,31,1.0,1,1,1,1,1
323,-0.006900000000000001,0.015500000000000003,0.09114,106.3,0.0,3.0,26.35,106.5142857142857,0.263,0.057,3.524,1,31,1.0,1,1,1,1,1
324,-0.019399999999999997,-0.007000000000000001,0.07938,106.3,0.0,4.0,25.95,106.29999999999998,0.283,0.079,3.433,1,31,1.0,1,1,1,1,1
325,-0.0112,-0.010100000000000001,0.11956,106.2,0.0,5.0,24.8,106.23333333333335,0.343,0.072,3.455,1,31,1.0,1,1,1,1,1
326,-0.004,-0.0126,0.19306000000000004,106.7,0.0,5.0,21.7,106.45,0.242,0.025,3.45,1,31,1.0,1,1,1,1,1
327,-0.0099,-0.029600000000000005,0.0931,107.6,0.0,4.0,20.62,107.15000000000002,0.222,-0.009,3.408,1,31,1.0,1,1,1,1,1
328,-0.013777777777777778,0.0074444444444444445,0.1284888888888889,108.8,0.0,5.0,18.99,108.32000000000001,-0.081,-0.088,3.493,1,31,1.0,1,1,1,1,1
329,-0.009399999999999999,0.04440000000000001,-0.10878,109.9,-1.0,3.0,17.44,109.58571428571427,0.0,-0.0,3.496,3,31,1.0,1,1,1,1,1
330,-0.0044444444444444444,0.051666666666666666,-0.04355555555555557,110.9,0.0,2.0,29.0,110.56666666666666,0.414,0.117,3.446,0,31,1.0,1,1,1,1,1
331,-0.0154,0.0060999999999999995,-0.06958,112.0,0.0,4.0,32.71,111.52857142857144,0.414,0.047,3.438,2,31,1.0,1,1,1,1,1
332,-0.0198,-0.013199999999999998,0.16954,112.9,0.0,4.0,38.42,112.5142857142857,0.354,-0.033,3.295,1,31,1.0,1,1,1,1,1
333,-0.016900000000000005,-0.0019999999999999996,-0.08722,114.9,0.0,3.0,38.82,113.89999999999999,0.222,-0.041,3.346,2,31,1.0,1,1,1,1,1
334,-0.0178,0.004399999999999999,-0.24402000000000001,115.5,0.0,3.0,42.19,115.2,-0.04,-0.013,3.332,2,31,1.0,1,1,1,1,1
335,-0.0099,-0.0128,-0.08722,115.4,0.0,3.0,42.31,115.43999999999998,-0.192,0.062,3.329,2,31,1.0,1,1,1,1,1
336,-0.0051,-0.0161,-0.35279999999999995,115.4,0.0,3.0,42.01,115.4,-0.141,0.057,3.511,2,31,1.0,1,1,1,1,1
