Driver_tag,Timestamp,A_z,Lane_Change,No_Of_Veh,Dist_Veh,GPS,X_pos,Target,Vehicle_Flag,norm_avail,accr_avail,brek_avail,llc_avail,rlc_avail
21,88,-0.17346,0,3,33.81,100.025,-0.152,2,1,1,1,1,1,1
21,89,-0.06762,0,3,31.4,98.775,-0.162,0,1,1,1,1,1,1
21,91,-0.0049,0,4,23.92,95.8,-0.131,0,1,1,1,1,1,1
21,93,0.32144,0,5,17.23,94.15,-0.434,1,1,1,1,1,1,1
21,94,0.46648,0,4,16.74,92.875,0,1,1,1,1,1,1,1
21,95,0.3283,0,3,10.67,93.4,0,1,1,1,1,1,1,1
21,96,0.0931,0,2,13.54,96.02,0.374,0,1,1,1,1,1,1
21,97,-0.1078,0,2,16.39,98.475,0.313,0,1,1,1,1,1,1
21,98,-0.16954,0,1,18.63,102.5166667,0.162,2,1,1,1,1,1,1
21,99,-0.05684,0,1,20.96,104.7,0.131,0,1,1,1,1,1,1
21,100,-0.17542,0,1,22.46,108.1,0.061,2,1,1,1,1,1,1
21,102,-0.2989,0,2,25.36,109.7,0.03,2,1,1,1,1,1,1
21,103,-0.09702,0,2,26.2,109.62,-0.02,0,1,1,1,1,1,1
21,104,0.06076,-1,2,27.04,109.4,0.061,3,1,1,1,1,1,1
21,106,-0.17934,0,2,26.17,111,0.343,2,1,1,1,1,1,1
21,108,-0.13034,0,2,25.2,110.48,0.455,2,1,1,1,1,1,1
21,110,0.049,0,2,26.06,107.975,0.293,0,1,1,1,1,1,1
21,111,0.32046,0,2,26.38,106.96,0.222,1,1,1,1,1,1,1
21,112,0.2499,0,2,25.65,106.275,0.202,1,1,1,1,1,1,1
21,114,-0.1421,0,2,26.36,108.3,-0.182,2,1,1,1,1,1,1
21,117,-0.04018,0,3,25.68,107.62,0.091,0,1,1,1,1,1,1
21,119,-0.02842,0,3,24.43,106.2,0.081,0,1,1,1,1,1,1
21,120,0.03528,0,3,24.34,105.7,0.081,0,1,1,1,1,1,1
21,121,-0.017422222,0,2,24,105.14,-0.03,0,1,1,1,1,1,1
21,123,0.063155556,0,2,22.58,105.4,-0.101,0,1,1,1,1,1,1
21,127,-0.07742,0,3,25.59,104.525,0.313,0,1,1,1,1,1,1
21,129,-0.05292,0,3,27.02,105.2,0.263,0,1,1,1,1,1,1
21,130,-0.12152,0,3,26.61,107.6,0.232,2,1,1,1,1,1,1
21,132,-0.038111111,0,3,28.13,105.2,-0.081,0,1,1,1,1,1,1
21,133,0.01568,0,3,28.12,104.2,-0.131,0,1,1,1,1,1,1
21,136,-0.09408,0,3,29.08,102.2,-0.131,0,1,1,1,1,1,1
21,139,0.03528,0,2,31.95,100.3,0,0,1,1,1,1,1,1
21,140,-0.03332,0,2,33.48,99.4,-0.01,0,1,1,1,1,1,1
21,141,-0.1029,0,3,34.23,99.025,0.111,0,1,1,1,1,1,1
21,142,0.00392,0,3,35.97,99,0.232,0,1,1,1,1,1,1
21,143,0.39788,0,2,39.17,97.875,0.354,1,1,1,1,1,1,1
21,147,-0.13916,0,2,40.09,104.725,0.343,2,1,1,1,1,1,1
21,148,-0.14602,0,2,32.93,106.425,0.384,2,1,1,1,1,1,1
21,149,-0.09702,0,2,36.14,107.925,0.343,0,1,1,1,1,1,1
21,151,-0.1225,0,2,39.87,108.92,0.293,2,1,1,1,1,1,1
21,152,-0.020688889,0,2,41.6,108.5,0.212,0,1,1,1,1,1,1
21,153,-0.01568,0,2,41.64,108.575,0.081,0,1,1,1,1,1,1
21,155,-0.18522,0,3,40.83,107.8,0.222,2,1,1,1,1,1,1
21,156,-0.09898,0,3,40.37,107.2,0.333,0,1,1,1,1,1,1
21,157,-0.0441,0,3,41.65,106.1,0.141,0,1,1,1,1,1,1
21,158,0.0882,0,2,41.92,104.975,0.071,0,1,1,1,1,1,1
21,160,0.353888889,0,2,39.02,103.1,-0.182,1,1,1,1,1,1,1
21,164,-0.13034,0,2,35.34,108.22,-0.253,2,1,1,1,1,1,1
21,165,-0.1078,0,2,33.79,108.9,-0.293,0,1,1,1,1,1,1
21,166,-0.24598,0,2,33.49,109.2,-0.263,2,1,1,1,1,1,1
21,167,-0.02646,0,2,32.79,109.62,-0.313,0,1,1,1,1,1,1
21,169,0.147,0,2,30.58,107.4,-0.323,1,1,1,1,1,1,1
21,170,-0.08624,0,2,29.95,107.96,-0.273,0,1,1,1,1,1,1
21,171,-0.07448,0,2,29.55,109.2,-0.253,0,1,1,1,1,1,1
21,173,0.0098,0,2,27.26,109,-0.313,0,1,1,1,1,1,1
21,174,-0.12348,0,1,27.43,108.8,-0.323,2,1,1,1,1,1,1
21,175,-0.09898,0,1,27.07,108.4,-0.253,0,1,1,1,1,1,1
21,176,0.09996,0,1,27.3,106.9,-0.172,0,1,1,1,1,1,1
21,179,-0.0392,0,1,28.67,106.575,0.192,0,1,1,1,1,1,1
21,181,-0.071866667,0,1,28.01,104.1,-0.152,0,1,1,1,1,1,1
21,182,0.1568,0,1,28.78,104.25,-0.152,1,1,1,1,1,1,1
21,185,-0.06566,0,1,32.56,105,-0.091,0,1,1,1,1,1,1
21,187,0.0147,0,1,33.84,104.9,-0.141,0,1,1,1,1,1,1
21,192,-0.00784,0,1,43.85,106.8,-0.03,0,1,1,1,1,1,1
21,193,-0.154622222,0,1,46.84,107.5,0.01,2,1,1,1,1,1,1
21,195,-0.08134,0,1,50.89,107.6,0.04,0,1,1,1,1,1,1
21,196,0.09898,0,1,52.64,107.15,0,0,1,1,1,1,1,1
21,198,0.12544,0,1,54.43,107.5,-0.081,1,1,1,1,1,1,1
21,199,-0.15876,0,1,54.75,108.8,-0.02,2,1,1,1,1,1,1
21,200,-0.11074,0,1,999,110.5,0.01,2,0,1,1,1,1,1
21,201,0.05978,0,2,48.04,109.375,0.162,0,1,1,1,1,1,1
21,204,0.2303,0,2,47.42,108.825,0.172,1,1,1,1,1,1,1
21,205,0.02058,0,2,45.93,108.8,0.232,0,1,1,1,1,1,1
21,206,-0.16954,0,2,46.04,107.8,0.303,2,1,1,1,1,1,1
21,208,0.26852,0,2,54.31,109.1,0.283,1,1,1,1,1,1,1
21,209,-0.08428,0,2,53.52,110,0.111,0,1,1,1,1,1,1
21,210,-0.09114,0,2,999,110.9,0.343,0,0,1,1,1,1,1
21,211,0.1568,0,2,999,111.05,0.434,1,0,1,1,1,1,1
21,213,-0.049,0,2,999,113.625,0.444,0,0,1,1,1,1,1
21,216,-0.11564,0,2,999,115.6,0.313,2,0,1,1,1,1,1
21,217,0.11172,0,2,999,114.775,0.273,1,0,1,1,1,1,1
21,218,-0.00196,0,2,999,114.8,0.192,0,0,1,1,1,1,1
21,219,-0.04998,0,2,999,114.7,0.202,0,0,1,1,1,1,1
21,220,-0.1176,0,2,999,114.3,0.263,2,0,1,1,1,1,1
21,222,0.08428,0,1,999,114.1,0.232,0,0,1,1,1,1,1
21,223,-0.096911111,0,1,999,113.35,0.253,0,0,1,1,1,1,1
21,224,-0.07056,0,1,999,112.9,0.212,0,0,1,1,1,1,1
21,226,-0.005444444,0,2,42.34,111.7,0.263,0,1,1,1,1,1,1
21,227,0.03038,0,2,42.88,111.5,0.182,0,1,1,1,1,1,1
21,228,0.00196,0,3,43.27,111.6,0.03,0,1,1,1,1,1,1
21,229,-0.0637,0,3,42.01,111.2,0,0,1,1,1,1,1,1
21,231,-0.04704,0,3,33.11,111.2,0.152,0,1,1,1,1,1,1
21,232,0.065333333,0,3,33.94,109.3,0.293,0,1,1,1,1,1,1
21,233,0.0343,0,3,35.53,108.7,0.414,0,1,1,1,1,1,1
21,234,0.08722,0,3,34.77,108.3,0.212,0,1,1,1,1,1,1
21,235,0.098,0,3,33.03,107.2,0.061,0,1,1,1,1,1,1
21,236,0.10192,0,3,32.83,107.6666667,0,0,1,1,1,1,1,1
21,238,0.04998,0,3,32.5,107.9333333,0.263,0,1,1,1,1,1,1
21,241,-0.09212,0,3,32.35,109.2,0.212,0,1,1,1,1,1,1
21,242,0.001088889,0,3,30.45,109.2,0.081,0,1,1,1,1,1,1
21,243,-0.0735,0,3,28.32,109.1333333,-0.061,0,1,1,1,1,1,1
21,244,-0.01176,0,3,28.49,109.05,0.081,0,1,1,1,1,1,1
21,246,-0.05096,0,3,24.88,108.4,-0.061,0,1,1,1,1,1,1
21,249,0.01666,0,2,23.73,106.2,-0.081,0,1,1,1,1,1,1
21,250,-0.05586,0,2,24.32,105.7,-0.061,0,1,1,1,1,1,1
21,251,-0.06566,0,2,22.85,105.1,-0.04,0,1,1,1,1,1,1
21,252,-0.043555556,0,1,21.66,104.5,-0.111,0,1,1,1,1,1,1
21,254,0.003266667,0,1,23.84,103.2,-0.273,0,1,1,1,1,1,1
21,255,0.345672727,0,1,26.28,103.4,-0.192,1,1,1,1,1,1,1
21,260,-0.006533333,0,3,30.02,107.7,0.01,0,1,1,1,1,1,1
21,261,-0.15778,0,3,31.07,108.8666667,0,2,1,1,1,1,1,1
21,262,-0.297675,0,3,33.76,110.5,-0.02,2,1,1,1,1,1,1
21,263,-0.19306,0,2,33.29,111.1666667,-0.172,2,1,1,1,1,1,1
21,265,-0.10094,0,3,31.67,110.1,0.091,0,1,1,1,1,1,1
21,266,0.02156,0,3,30.43,109.3,0.182,0,1,1,1,1,1,1
21,267,0.1176,0,3,27.61,108.3333333,0.141,1,1,1,1,1,1,1
21,269,-0.17052,0,3,21.32,108.225,0,2,1,1,1,1,1,1
21,270,-0.07056,0,2,18.51,106.3,0.051,0,1,1,1,1,1,1
21,271,-0.098,0,3,15.51,105.4333333,0.051,0,1,1,1,1,1,1
21,272,-0.017422222,0,2,13.63,104.7,-0.03,0,1,1,1,1,1,1
21,273,0.02744,0,2,12.28,103.3,0.03,0,1,1,1,1,1,1
21,274,-0.0392,-1,2,11.89,101.75,0.051,3,1,1,1,1,1,1
21,275,0.06174,0,2,12.33,99.8,0.04,0,1,1,1,1,1,1
21,276,0.34594,0,1,12.84,98.6,0.253,1,1,1,1,1,1,1
21,277,0.45962,0,2,14.38,98,0.293,1,1,1,1,1,1,1
21,278,0.27146,0,2,15.86,98.6,0.455,1,1,1,1,1,1,1
21,279,0.08232,0,2,17.16,99.63333333,0.495,0,1,1,1,1,1,1
21,282,-0.1078,0,2,999,104.1333333,0.515,0,0,1,1,1,1,1
21,283,0.1078,0,2,999,104.2,0.465,0,0,1,1,1,1,1
21,284,0.04312,0,2,999,103.7333333,0.434,0,0,1,1,1,1,1
21,286,0.01862,0,2,999,105.6333333,1.273,0,0,1,1,1,1,1
21,287,-0.15778,0,1,38.38,106.7333333,0,2,1,1,1,1,1,1
21,290,-0.11858,0,2,38.68,107.6,-0.091,2,1,1,1,1,1,1
21,291,0.102355556,0,2,37.42,105.6,-0.182,0,1,1,1,1,1,1
21,293,0.165511111,0,1,36.45,105.75,-0.131,1,1,1,1,1,1,1
21,295,0.02352,0,1,34.58,107.1666667,-0.202,0,1,1,1,1,1,1
21,302,-0.152444444,0,2,27.56,112.7,0.101,2,1,1,1,1,1,1
21,303,-0.13426,0,2,25.14,111.1,0.061,2,1,1,1,1,1,1
21,304,-0.05782,0,2,24.39,110.9,0.222,0,1,1,1,1,1,1
21,305,-0.05586,0,2,22.65,110.2,0.172,0,1,1,1,1,1,1
21,306,0.05978,0,2,22.65,107.9,0.141,0,1,1,1,1,1,1
21,309,0.15288,0,3,21.18,105.4,-0.242,1,1,1,1,1,1,1
21,310,0.03822,0,3,21.17,105.55,-0.212,0,1,1,1,1,1,1
21,312,-0.179666667,0,3,23.31,106.1,-0.273,2,1,1,1,1,1,1
21,313,-0.04802,0,4,24.18,105.2,-0.343,0,1,1,1,1,1,1
21,314,0.01862,0,3,24.69,104.5333333,-0.394,0,1,1,1,1,1,1
21,315,0.1225,0,3,25.95,103.6666667,-0.343,1,1,1,1,1,1,1
21,317,0.05488,0,2,26.84,103.6,-0.323,0,1,1,1,1,1,1
21,318,-0.03332,0,3,28.46,103.3,-0.263,0,1,1,1,1,1,1
21,319,-0.15974,0,3,28.82,104.4333333,-0.141,2,1,1,1,1,1,1
21,323,-0.14798,0,2,32.84,103.1,0.394,2,1,1,1,1,1,1
21,324,-0.169866667,0,2,36.62,102,0.465,2,1,1,1,1,1,1
21,325,-0.07154,0,2,34.83,100.7333333,0.384,0,1,1,1,1,1,1
21,327,0.03136,0,2,34.47,97.83333333,0.505,0,1,1,1,1,1,1
21,329,0.0098,0,3,34.82,95,0.465,0,1,1,1,1,1,1
21,334,-0.00784,0,3,35.84,97.16666667,0,0,1,1,1,1,1,1
21,337,-0.11368,0,2,39.68,98.06666667,-0.091,2,1,1,1,1,1,1
21,338,-0.10682,0,3,39.61,96.43333333,-0.152,0,1,1,1,1,1,1
21,339,-0.49882,0,3,40.34,94.6,-0.141,2,1,1,1,1,1,1
21,341,-0.09604,0,2,40.35,88.2,0,0,1,1,1,1,1,1
21,343,0.4018,0,3,9.3,79.6,-0.061,1,1,1,1,1,1,1
21,344,0.18424,0,3,10.06,78.35,0.091,1,1,1,1,1,1,1
21,345,0.11368,0,1,10.01,76.63333333,0.152,1,1,1,1,1,1,1
21,348,0.2744,0,2,12.27,72.8,0.354,1,1,1,1,1,1,1
21,349,0.4557,0,1,12.24,71.5,0.283,1,1,1,1,1,1,1
21,350,0.16072,0,1,12.69,72.7,0.485,1,1,1,1,1,1,1
21,352,0.05194,0,2,13.51,75.56666667,0.374,0,1,1,1,1,1,1
21,353,0.21658,0,3,38.34,76.5,0.414,1,1,1,1,1,1,1
21,354,0.08036,0,3,38.04,78.93333333,0.404,0,1,1,1,1,1,1
21,356,-0.07056,0,3,38.93,84.36666667,0.404,0,1,1,1,1,1,1
21,360,-0.26656,0,3,39.01,91.83333333,0.394,2,1,1,1,1,1,1
21,361,-0.099088889,0,4,40.27,91.9,0.303,0,1,1,1,1,1,1
21,362,0.049,0,4,40.33,91.96666667,0.303,0,1,1,1,1,1,1
21,363,-0.04312,0,4,40.62,92.2,0.333,0,1,1,1,1,1,1
21,364,-0.22834,0,4,40.74,92.33333333,0.293,2,1,1,1,1,1,1
21,365,-0.10682,0,4,41.52,92.06666667,0.182,0,1,1,1,1,1,1
21,366,0.2891,0,3,45.27,91,0,1,1,1,1,1,1,1
21,369,0.23422,0,4,34.33,93.4,-0.051,1,1,1,1,1,1,1
21,371,-0.46256,0,2,41.62,99.025,-0.222,2,1,1,1,1,1,1
21,372,-0.545533333,0,2,43.47,101.1,-0.212,2,1,1,1,1,1,1
21,373,0.1862,0,3,41.89,100.3,-0.253,1,1,1,1,1,1,1
21,374,0.24402,0,1,46.63,99.9,-0.141,1,1,1,1,1,1,1
21,376,-0.09506,0,1,45.6,101.6,0.081,0,1,1,1,1,1,1
21,378,-0.3528,0,1,42.83,101.7,0.04,2,1,1,1,1,1,1
21,381,0.18032,0,1,39.69,97.86666667,-0.141,1,1,1,1,1,1,1
21,384,-0.28812,0,2,35.27,97.53333333,0.222,2,1,1,1,1,1,1
21,386,-0.17346,0,2,35.86,97.2,0.535,2,1,1,1,1,1,1
21,387,-0.06272,0,2,36.71,96.075,0.657,0,1,1,1,1,1,1
21,388,-0.00588,0,2,36.94,93.9,0.646,0,1,1,1,1,1,1
21,390,-0.01862,0,3,37.83,91.76666667,0.394,0,1,1,1,1,1,1
21,391,0.018511111,0,3,38.01,89.9,0.333,0,1,1,1,1,1,1
21,392,-0.013066667,0,3,39.18,89.1,0.475,0,1,1,1,1,1,1
21,396,0.250444444,0,4,18.3,83.96666667,0,1,1,1,1,1,1,1
21,397,0.11662,0,4,18.23,84.1,-0.121,1,1,1,1,1,1,1
21,400,-0.02646,0,3,18.68,85.45,-0.101,0,1,1,1,1,1,1
21,401,0.02842,0,3,18.56,84.4,-0.121,0,1,1,1,1,1,1
21,403,0.23128,0,3,19.61,84.5,-0.061,1,1,1,1,1,1,1
21,405,-0.1421,0,3,19.5,85.96666667,0.101,2,1,1,1,1,1,1
21,406,-0.09016,0,3,19.58,87.6,0.091,0,1,1,1,1,1,1
21,408,-0.06762,0,2,19.32,87.1,-0.212,0,1,1,1,1,1,1
21,410,-0.04312,0,2,19.18,87.36666667,-0.242,0,1,1,1,1,1,1
21,411,0.15582,0,2,19.19,87,-0.051,1,1,1,1,1,1,1
21,414,0.03528,0,2,17.58,88.4,1.374,0,1,1,1,1,1,1
21,415,0.05586,0,2,999,89.5,0,0,0,1,1,1,1,1
21,416,-0.13328,0,2,999,90.65,0,2,0,1,1,1,1,1
21,417,-0.20384,0,2,999,90.96666667,-0.253,2,0,1,1,1,1,1
21,419,-0.0882,0,1,999,90.56666667,-0.222,0,0,1,1,1,1,1
21,421,-0.04214,0,1,999,88.36666667,-0.202,0,0,1,1,1,1,1
21,422,0.01764,0,1,999,86.5,-0.202,0,0,1,1,1,1,1
21,423,0.18424,0,1,999,85.8,-0.152,1,0,1,1,1,1,1
21,424,0.21168,1,1,999,85.26666667,-0.152,4,0,1,1,1,1,1
21,425,0.29008,0,1,999,85.075,-0.263,1,0,1,1,1,1,1
21,427,0.00784,0,1,999,86.93333333,-0.192,0,0,1,1,1,1,1
21,428,0.00686,0,1,999,88.2,-0.182,0,0,1,1,1,1,1
21,429,-0.13132,0,1,999,89.56666667,-0.242,2,0,1,1,1,1,1
21,430,-0.371311111,0,1,999,90.5,-0.242,2,0,1,1,1,1,1
21,432,-0.059888889,0,1,999,89.2,-0.293,0,0,1,1,1,1,1
21,435,0.17836,0,1,999,87.56666667,-0.313,1,0,1,1,1,1,1
21,437,-0.09506,0,1,999,88.125,-0.263,0,0,1,1,1,1,1
21,439,0.09408,0,0,999,88.5,-0.051,0,0,1,1,1,1,1
21,441,0.08036,0,0,999,90.1,-0.03,0,0,1,1,1,1,1
21,443,-0.147,0,1,999,92.9,-0.162,2,0,1,1,1,1,1
21,444,-0.35476,0,1,999,94.1,-0.182,2,0,1,1,1,1,1
21,447,-0.08232,0,3,999,91.3,-0.121,0,0,1,1,1,1,1
21,454,-0.04802,0,3,999,81.16,-0.141,0,0,1,1,1,1,1
21,460,-0.32928,0,0,999,71.9,0.253,2,0,1,1,1,1,1
21,461,0.062066667,0,0,999,70.9,0,0,0,1,1,1,1,1
21,462,0.05586,0,0,999,69.4,0,0,0,1,1,1,1,1
21,466,-0.15778,0,0,999,71.5,0,2,0,1,1,1,1,1
21,467,-0.30184,0,0,999,71.6,0.091,2,0,1,1,1,1,1
21,468,-0.12936,0,0,999,70.175,0.091,2,0,1,1,1,1,1
21,470,0.18228,0,0,999,66.76666667,-0.03,1,0,1,1,1,1,1
21,471,0.44198,0,0,999,65.06666667,-0.202,1,0,1,1,1,1,1
21,473,0.07252,0,0,999,68.1,-0.424,0,0,1,1,1,1,1
21,476,-0.27832,0,0,999,71.1,-0.424,2,0,1,1,1,1,1
21,479,-0.12544,0,0,999,69.825,0,2,0,1,1,1,1,1
21,480,-0.32046,0,0,999,69.4,-0.293,2,0,1,1,1,1,1
21,481,-0.19502,0,0,999,68.7,-0.505,2,0,1,1,1,1,1
21,482,-0.008711111,0,0,999,69.1,-0.525,0,0,1,1,1,1,1
21,483,-0.49392,0,0,999,69.025,-0.253,2,0,1,1,1,1,1
21,486,-0.01666,0,0,999,66.05,-0.283,0,0,1,1,1,1,1
21,490,-0.05194,0,1,999,62.925,0.061,0,0,1,1,1,1,1
21,492,0.60466,0,1,17.15,60,0.222,1,1,1,1,1,1,1
21,497,-0.52234,0,1,999,67.3,-0.182,2,0,1,1,1,1,1
21,498,-0.310036364,0,1,999,65.6,-0.121,2,0,1,1,1,1,1
21,499,-0.589088889,0,1,999,64.85,-0.232,2,0,1,1,1,1,1
21,500,-0.83986,0,1,999,64.3,-0.071,2,0,1,1,1,1,1
21,501,-0.80556,0,1,999,62,0.061,2,0,1,1,1,1,1
21,502,-0.623933333,0,1,999,60.73333333,0.02,2,0,1,1,1,1,1
21,503,-0.6419,0,1,999,59.3,-0.091,2,0,1,1,1,1,1
21,504,-0.59682,0,1,999,56.2,-0.141,2,0,1,1,1,1,1
21,505,-0.28126,0,1,999,55.46666667,-0.141,2,0,1,1,1,1,1
21,507,-0.32732,0,1,999,55.475,-0.162,2,0,1,1,1,1,1
21,510,-0.47334,0,1,999,58.5,0,2,0,1,1,1,1,1
21,511,-0.67522,0,1,999,59.05,0.04,2,0,1,1,1,1,1
21,512,-0.329933333,0,0,999,59.1,-0.02,2,0,1,1,1,1,1
21,517,-0.35476,0,1,25.3,72.425,0.394,2,1,1,1,1,1,1
21,518,-0.39886,0,1,28.2,76.9,0.162,2,1,1,1,1,1,1
21,522,-0.06762,0,1,27.9,78.4,-0.242,0,1,1,1,1,1,1
21,523,-0.0735,0,2,21.43,77.13333333,-0.333,0,1,1,1,1,1,1
21,524,-0.03528,0,2,16.77,75.36666667,-0.414,0,1,1,1,1,1,1
21,525,-0.02646,0,2,13.02,73.33333333,-0.273,0,1,1,1,1,1,1
21,526,-0.25284,0,2,10.78,72.6,-0.212,2,1,1,1,1,1,1
21,527,-0.25774,0,2,8.75,74.5,-0.283,2,1,1,1,1,1,1
21,528,0.06958,0,2,6.76,69,-0.192,0,1,1,1,1,1,1
21,529,0.245,0,2,7.11,66.8,-0.263,1,1,1,1,1,1,1
21,530,0.11662,0,1,7.59,64.43333333,-0.303,1,1,1,1,1,1,1
21,531,0.028311111,0,1,7.98,62.6,-0.343,0,1,1,1,1,1,1
21,533,0.1372,0,1,9.54,60.73333333,0,1,1,1,1,1,1,1
21,534,-0.286377778,0,1,11.99,60.075,0.303,2,1,1,1,1,1,1
21,537,0.31262,0,1,16.37,58.93333333,-0.242,1,1,1,1,1,1,1
21,538,0.10584,0,1,17.23,61.43333333,-0.323,0,1,1,1,1,1,1
21,541,-0.4312,0,3,20.51,71.9,-0.01,2,1,1,1,1,1,1
21,542,-0.386555556,0,5,20.69,73.4,-0.02,2,1,1,1,1,1,1
21,543,-0.05194,-1,5,20.79,73.1,-0.202,3,1,1,1,1,1,1
21,544,-0.01274,0,4,20.83,71.9,-0.212,0,1,1,1,1,1,1
21,547,0.50666,0,4,17.6,70.2,0,1,1,1,1,1,1,1
21,548,-0.2205,0,3,19.04,71.8,0.455,2,1,1,1,1,1,1
21,549,-0.29792,0,3,20.7,75.075,0.354,2,1,1,1,1,1,1
21,550,0.29988,0,2,22.1,75.9,0.061,1,1,1,1,1,1,1
21,551,0.28322,0,3,11.54,75.9,-0.081,1,1,1,1,1,1,1
21,552,-0.297266667,0,3,11.01,76.9,-0.131,2,1,1,1,1,1,1
21,555,0.6713,0,2,9.7,78.73333333,-0.313,1,1,1,1,1,1,1
21,557,0.1617,0,2,9.25,84.55,0.273,1,1,1,1,1,1,1
21,561,1.89E-18,0,3,25.32,99.2,0.465,0,1,1,1,1,1,1
21,562,0.01176,0,2,999,104,0.495,0,0,1,1,1,1,1
21,564,-0.61838,0,2,32.64,109.9,0.323,2,1,1,1,1,1,1
21,565,-0.693622222,0,1,999,113.7,0.152,2,0,1,1,1,1,1
21,567,0.30968,0,2,999,112.9,0.081,1,0,1,1,1,1,1
21,569,-0.45864,0,3,38.02,116.6,0.131,2,1,1,1,1,1,1
21,570,-0.24304,0,3,34.85,115.25,0.081,2,1,1,1,1,1,1
21,571,-0.12936,0,3,30.74,113.7333333,-0.03,2,1,1,1,1,1,1
21,572,-0.040288889,0,3,26.17,111.8666667,-0.111,0,1,1,1,1,1,1
21,576,-0.07154,0,5,12.02,104.4,0,0,1,1,1,1,1,1
21,580,0.0196,0,4,10.3,98.86666667,0.172,0,1,1,1,1,1,1
21,582,0.511777778,0,3,10.35,96.4,-0.323,1,1,1,1,1,1,1
21,583,0.43414,0,2,10.35,99,0,1,1,1,1,1,1,1
21,587,-0.44198,0,2,27.34,109.4,0.121,2,1,1,1,1,1,1
21,588,0.1421,0,2,28.84,110.3,0,1,1,1,1,1,1,1
21,589,0.26362,0,2,29.05,111.9,0.061,1,1,1,1,1,1,1
21,590,-0.08036,0,2,28.73,114.2333333,0.333,0,1,1,1,1,1,1
21,591,-0.3185,0,1,28.84,117,0.778,2,1,1,1,1,1,1
21,593,-0.39102,-1,1,31.2,119.2,0,3,1,1,1,1,1,1
21,595,-0.0392,0,1,999,115.7,-0.131,0,0,1,1,1,1,1
21,596,-0.08624,0,1,999,114.3,-0.061,0,0,1,1,1,1,1
21,598,-0.0343,0,2,37.37,109.5,0.101,0,1,1,1,1,1,1
21,599,0.01176,0,3,48.05,109.0333333,0.384,0,1,1,1,1,1,1
21,600,0.03136,0,3,41.39,106,0.475,0,1,1,1,1,1,1
21,601,0.069688889,0,3,42.72,105.925,0.657,0,1,1,1,1,1,1
21,602,0.023275,1,3,44.04,104.3,0.465,4,1,1,1,1,1,1
21,604,-0.00588,0,3,43.07,102.6,0.848,0,1,1,1,1,1,1
21,607,-0.07742,0,2,29.64,98.23333333,0,0,1,1,1,1,1,1
21,609,-0.09506,0,2,27.55,97.16666667,0.111,0,1,1,1,1,1,1
21,610,0.1029,0,2,26.76,96.375,0.081,0,1,1,1,1,1,1
21,611,0.36946,0,2,25.09,94.5,-0.03,1,1,1,1,1,1,1
21,612,0.062066667,0,3,23.35,94.9,-0.101,0,1,1,1,1,1,1
21,615,-0.07644,1,4,17.89,95.4,-0.131,4,1,1,1,1,1,1
21,616,-0.04018,0,4,16.47,93.5,-0.182,0,1,1,1,1,1,1
21,618,0.06566,0,3,14,92.1,-0.242,0,1,1,1,1,1,1
21,619,0.37436,0,2,12.53,91.96666667,0,1,1,1,1,1,1,1
21,620,0.35574,0,3,39.12,90.65,0,1,1,1,1,1,1,1
21,621,0.15876,0,3,11.09,90.2,0.222,1,1,1,1,1,1,1
21,622,-0.385466667,0,3,10.99,92.46666667,0.202,2,1,1,1,1,1,1
21,623,-0.1715,0,4,11.42,93.4,0.212,2,1,1,1,1,1,1
21,624,-0.01372,0,4,11.85,93,0.162,0,1,1,1,1,1,1
21,625,0.32242,0,4,11.96,92.53333333,0.081,1,1,1,1,1,1,1
21,626,0.25088,0,2,12.98,92.63333333,0.121,1,1,1,1,1,1,1
21,628,-0.34104,0,3,31.32,95.56666667,-0.061,2,1,1,1,1,1,1
21,629,-0.05292,-1,2,31.42,96.6,-0.192,3,1,1,1,1,1,1
21,630,-0.0294,0,2,31.42,96.2,-0.253,0,1,1,1,1,1,1
21,631,-0.190555556,0,2,31.61,96.26666667,-0.202,2,1,1,1,1,1,1
21,632,-0.16072,0,2,14.95,95.8,-0.111,2,1,1,1,1,1,1
21,633,0.09996,0,2,15.44,94.675,0.091,0,1,1,1,1,1,1
21,634,0.36162,0,2,17.06,93.9,0.141,1,1,1,1,1,1,1
21,637,-0.216688889,0,2,19.83,91.16666667,0.081,2,1,1,1,1,1,1
21,639,0.23128,0,3,21.74,94.3,-0.283,1,1,1,1,1,1,1
21,641,0.30184,0,3,21.34,94.43333333,-0.364,1,1,1,1,1,1,1
21,642,0.0049,0,3,20.82,96.5,-0.263,0,1,1,1,1,1,1
21,645,0.26362,0,3,16.92,99.86666667,0,1,1,1,1,1,1,1
21,646,0.08526,0,3,19.56,101.6,0,0,1,1,1,1,1,1
21,647,-0.05292,0,3,21.42,104,0.242,0,1,1,1,1,1,1
21,648,-0.0245,0,3,23.4,105.7,0.273,0,1,1,1,1,1,1
21,649,0.0343,0,4,25.08,107.0666667,0.111,0,1,1,1,1,1,1
21,651,-0.61642,0,4,26.96,109.8,0.071,2,1,1,1,1,1,1
21,653,0.03528,0,3,30.42,108.0333333,0.212,0,1,1,1,1,1,1
21,654,0.65366,0,2,30.98,106.5,0.111,1,1,1,1,1,1,1
21,655,0.3577,-1,3,30.68,107.5666667,0.121,3,1,1,1,1,1,1
21,656,0.01568,0,3,30.82,109.9666667,0,0,1,1,1,1,1,1
21,659,-0.30968,0,1,32.72,113.6,-0.111,2,1,1,1,1,1,1
